X,Y,Layer1
75.0,28.0,5.037819
75.5,28.0,5.170987
76.0,28.0,5.0140777
76.5,28.0,4.636329
77.0,28.0,4.669439
77.5,28.0,4.9080725
78.0,28.0,5.1970162
78.5,28.0,5.396318
79.0,28.0,5.540811
79.5,28.0,5.616262
80.0,28.0,5.2097545
80.5,28.0,4.599833
81.0,28.0,4.451397
93.5,28.0,1.3656098
94.0,28.0,1.8818635
94.5,28.0,2.1360023
95.0,28.0,2.2146487
95.5,28.0,1.9852222
96.0,28.0,1.5720981
96.5,28.0,1.8330125
71.5,27.5,5.73435
72.0,27.5,5.8616586
72.5,27.5,5.60479
73.0,27.5,5.4523525
73.5,27.5,5.2482185
74.0,27.5,5.2084646
74.5,27.5,5.3365545
75.0,27.5,5.4468627
75.5,27.5,5.3081207
76.0,27.5,5.122912
76.5,27.5,4.5915246
77.0,27.5,4.3434362
77.5,27.5,4.536181
78.0,27.5,4.900355
78.5,27.5,5.1889615
79.0,27.5,5.3960714
79.5,27.5,5.5645976
80.0,27.5,5.2552333
80.5,27.5,4.8726525
81.0,27.5,4.907712
81.5,27.5,5.039514
82.0,27.5,5.2679067
88.5,27.5,1.5895123
92.5,27.5,2.304961
93.0,27.5,1.7587848
93.5,27.5,2.3091981
94.0,27.5,2.2460103
94.5,27.5,2.5125372
95.0,27.5,2.377368
95.5,27.5,2.0497184
70.0,27.0,6.392685
70.5,27.0,6.3310394
71.0,27.0,6.2272124
71.5,27.0,5.983457
72.0,27.0,5.963771
72.5,27.0,5.80805
73.0,27.0,5.842374
73.5,27.0,5.9568243
74.0,27.0,5.7072906
74.5,27.0,5.837983
75.0,27.0,5.769107
75.5,27.0,5.4627213
76.0,27.0,5.2159376
76.5,27.0,4.685362
77.0,27.0,4.5907044
77.5,27.0,4.757328
78.0,27.0,4.87471
78.5,27.0,5.1201224
79.0,27.0,5.402868
79.5,27.0,5.5776453
80.0,27.0,5.3216567
80.5,27.0,5.1212873
81.0,27.0,5.1958003
81.5,27.0,5.4636707
82.0,27.0,5.5554557
82.5,27.0,5.6534877
83.0,27.0,5.6305337
83.5,27.0,5.498104
84.0,27.0,5.1360087
88.5,27.0,2.1665168
92.5,27.0,2.5760396
93.0,27.0,2.634401
93.5,27.0,2.9498107
94.0,27.0,3.097173
94.5,27.0,3.1564646
95.0,27.0,2.4469218
70.5,26.5,6.203278
71.0,26.5,6.2103333
71.5,26.5,6.1667213
72.0,26.5,5.9878325
72.5,26.5,5.913128
73.0,26.5,6.087706
73.5,26.5,5.963607
74.0,26.5,5.9230814
74.5,26.5,6.165174
75.0,26.5,5.814817
75.5,26.5,5.226638
76.0,26.5,5.082128
76.5,26.5,4.7158084
77.0,26.5,4.8439245
77.5,26.5,4.802509
78.0,26.5,5.0072126
78.5,26.5,5.00445
79.0,26.5,5.0427537
79.5,26.5,5.285905
80.0,26.5,5.1184926
80.5,26.5,4.9231434
81.0,26.5,5.1533403
81.5,26.5,5.3533177
82.0,26.5,5.4785457
82.5,26.5,5.5834866
83.0,26.5,5.636478
83.5,26.5,5.6887336
84.0,26.5,5.5547147
84.5,26.5,5.2980046
85.0,26.5,5.2035556
90.5,26.5,3.4983919
91.0,26.5,3.8938234
91.5,26.5,4.1109943
92.0,26.5,4.1654835
92.5,26.5,3.7371774
93.0,26.5,3.5860207
93.5,26.5,3.2335649
94.0,26.5,3.159049
94.5,26.5,2.839016
70.5,26.0,5.9665575
71.0,26.0,5.9304423
71.5,26.0,5.797622
72.0,26.0,5.857222
72.5,26.0,5.8746004
73.0,26.0,5.8289886
73.5,26.0,5.6941423
74.0,26.0,6.2706423
74.5,26.0,5.917127
75.0,26.0,5.358577
75.5,26.0,5.285263
76.0,26.0,5.1016474
76.5,26.0,4.5658464
77.0,26.0,4.557199
77.5,26.0,4.8753867
78.0,26.0,5.0366073
78.5,26.0,4.7900295
79.0,26.0,4.739813
79.5,26.0,4.8478956
80.0,26.0,4.819557
80.5,26.0,4.688369
81.0,26.0,4.7906904
81.5,26.0,4.975675
82.0,26.0,5.0687623
82.5,26.0,5.17332
83.0,26.0,5.312468
83.5,26.0,5.4906783
84.0,26.0,5.5136037
84.5,26.0,5.36582
85.0,26.0,5.3693037
85.5,26.0,5.387899
86.0,26.0,5.4465733
86.5,26.0,5.419963
87.0,26.0,5.2578425
87.5,26.0,5.208765
90.5,26.0,4.164335
91.0,26.0,3.8243117
91.5,26.0,3.0941525
92.0,26.0,3.2733483
92.5,26.0,2.949682
93.0,26.0,2.3598585
93.5,26.0,3.2478075
94.0,26.0,2.7151616
94.5,26.0,2.472682
71.5,25.5,5.6986995
72.0,25.5,6.018592
72.5,25.5,6.0967054
73.0,25.5,5.7194705
73.5,25.5,5.6989927
74.0,25.5,6.0090322
74.5,25.5,5.3164754
75.0,25.5,5.1405535
75.5,25.5,5.34165
76.0,25.5,5.049318
76.5,25.5,4.6077404
77.0,25.5,4.859906
77.5,25.5,4.9811034
78.0,25.5,4.943857
78.5,25.5,4.7407875
79.0,25.5,4.6012793
79.5,25.5,4.6037087
80.0,25.5,4.6839347
80.5,25.5,4.487215
81.0,25.5,4.5528007
81.5,25.5,4.662985
82.0,25.5,4.7194
82.5,25.5,4.8280234
83.0,25.5,5.0048194
83.5,25.5,5.264331
84.0,25.5,5.3228264
84.5,25.5,5.166024
85.0,25.5,5.136798
85.5,25.5,5.249425
86.0,25.5,5.33352
86.5,25.5,5.4726777
87.0,25.5,5.372776
87.5,25.5,5.3479943
88.0,25.5,5.305637
90.5,25.5,4.040249
91.0,25.5,4.1041894
91.5,25.5,3.437486
92.0,25.5,3.478143
92.5,25.5,4.0781193
93.0,25.5,3.029118
93.5,25.5,2.8440702
94.0,25.5,2.9275243
71.5,25.0,5.730206
72.0,25.0,6.1964684
72.5,25.0,5.8878627
73.0,25.0,5.4386735
73.5,25.0,5.5928483
74.0,25.0,5.129517
74.5,25.0,5.269183
75.0,25.0,5.4073205
75.5,25.0,5.558849
76.0,25.0,5.399652
76.5,25.0,4.852529
77.0,25.0,5.1540666
77.5,25.0,5.073537
78.0,25.0,5.1926365
78.5,25.0,4.7966847
79.0,25.0,4.7859187
79.5,25.0,4.7837405
80.0,25.0,4.621166
80.5,25.0,4.5442567
81.0,25.0,4.4893556
81.5,25.0,4.4077983
82.0,25.0,4.38529
82.5,25.0,4.450263
83.0,25.0,4.667331
83.5,25.0,4.785171
84.0,25.0,4.8986177
84.5,25.0,4.8692756
85.0,25.0,4.8632507
85.5,25.0,4.903999
86.0,25.0,4.8701696
86.5,25.0,4.8387327
87.0,25.0,4.8521547
87.5,25.0,4.953251
93.0,25.0,3.653418
93.5,25.0,2.8819368
94.0,25.0,3.3104997
71.5,24.5,6.080252
72.0,24.5,6.018005
72.5,24.5,5.2658424
73.0,24.5,4.740996
73.5,24.5,5.577339
74.0,24.5,5.441475
74.5,24.5,5.735821
75.0,24.5,6.127274
75.5,24.5,6.133707
76.0,24.5,5.9246144
76.5,24.5,5.276672
77.0,24.5,5.3459225
77.5,24.5,5.611459
78.0,24.5,5.325637
78.5,24.5,5.031589
79.0,24.5,4.9862905
79.5,24.5,4.9012847
80.0,24.5,4.6881657
80.5,24.5,4.7561493
81.0,24.5,4.502015
81.5,24.5,4.535303
82.0,24.5,4.3695683
82.5,24.5,4.1951766
83.0,24.5,4.042298
83.5,24.5,4.3752823
84.0,24.5,4.306206
84.5,24.5,4.378352
85.0,24.5,4.488147
85.5,24.5,4.781371
86.0,24.5,4.8562174
86.5,24.5,5.0148764
87.0,24.5,5.026618
87.5,24.5,4.9128013
92.5,24.5,3.308456
93.0,24.5,2.510735
93.5,24.5,3.4627953
94.0,24.5,3.7419453
69.0,24.0,7.927972
71.5,24.0,6.266927
72.0,24.0,5.99597
72.5,24.0,5.597623
73.0,24.0,5.161819
73.5,24.0,6.071468
74.0,24.0,5.415375
74.5,24.0,5.3804483
75.0,24.0,6.8244314
75.5,24.0,6.509206
76.0,24.0,6.4188914
76.5,24.0,5.7998147
77.0,24.0,5.685381
77.5,24.0,5.920489
78.0,24.0,5.5610948
78.5,24.0,5.6619434
79.0,24.0,5.5712533
79.5,24.0,5.0550876
80.0,24.0,5.1470776
80.5,24.0,4.7777443
81.0,24.0,4.6861076
81.5,24.0,4.4735327
82.0,24.0,4.367253
82.5,24.0,4.169766
83.0,24.0,3.9667099
83.5,24.0,4.2424197
84.0,24.0,3.8784046
84.5,24.0,4.0144277
85.0,24.0,4.6794357
85.5,24.0,4.970943
86.0,24.0,4.783738
86.5,24.0,4.900003
87.0,24.0,4.9561863
87.5,24.0,4.9519024
88.0,24.0,5.195197
92.5,24.0,3.712018
93.0,24.0,3.1671016
68.5,23.5,7.387245
69.0,23.5,7.303098
69.5,23.5,7.195549
70.0,23.5,7.094068
70.5,23.5,7.115622
71.0,23.5,7.20231
71.5,23.5,6.6832056
72.0,23.5,6.0720506
72.5,23.5,5.7844715
73.0,23.5,5.7272825
73.5,23.5,5.9372272
74.0,23.5,5.705807
74.5,23.5,5.7791247
75.0,23.5,6.699836
75.5,23.5,6.658843
76.0,23.5,6.609283
76.5,23.5,6.0236278
77.0,23.5,6.015628
77.5,23.5,5.927935
78.0,23.5,5.5663
78.5,23.5,5.6177397
79.0,23.5,5.5255885
79.5,23.5,5.0918536
80.0,23.5,5.1189475
80.5,23.5,4.9430146
81.0,23.5,4.586427
81.5,23.5,4.3841844
82.0,23.5,4.39765
82.5,23.5,4.510493
83.0,23.5,4.1400075
83.5,23.5,4.334808
84.0,23.5,4.3573775
84.5,23.5,4.5250177
85.0,23.5,5.103031
85.5,23.5,4.79412
86.0,23.5,4.571219
86.5,23.5,4.5967965
87.0,23.5,4.705232
87.5,23.5,4.9302807
88.0,23.5,5.28194
93.0,23.5,3.468596
68.0,23.0,7.145454
68.5,23.0,7.0759306
69.0,23.0,7.1398993
69.5,23.0,7.4669366
70.0,23.0,7.519625
70.5,23.0,7.2582827
71.0,23.0,6.962827
71.5,23.0,6.6690974
72.0,23.0,6.0341744
72.5,23.0,5.7639065
73.0,23.0,5.9163647
73.5,23.0,5.869898
74.0,23.0,6.041598
74.5,23.0,5.934136
75.0,23.0,6.388248
75.5,23.0,6.724256
76.0,23.0,6.602817
76.5,23.0,5.979668
77.0,23.0,5.7036004
77.5,23.0,5.5590897
78.0,23.0,5.436473
78.5,23.0,5.508943
79.0,23.0,5.3765244
79.5,23.0,5.3316708
80.0,23.0,5.2123966
80.5,23.0,4.8839235
81.0,23.0,4.7293043
81.5,23.0,4.7246366
82.0,23.0,4.4070454
82.5,23.0,4.0128627
83.0,23.0,4.3843207
83.5,23.0,4.748064
84.0,23.0,4.5523987
84.5,23.0,4.4827104
85.0,23.0,4.5942264
85.5,23.0,4.282352
86.0,23.0,3.9628859
86.5,23.0,4.737366
87.0,23.0,4.8028164
87.5,23.0,5.0487075
88.0,23.0,5.440232
68.0,22.5,6.98525
68.5,22.5,6.7376795
69.0,22.5,6.914453
69.5,22.5,7.118891
70.0,22.5,6.81164
70.5,22.5,6.4122233
71.0,22.5,6.5681047
71.5,22.5,6.633842
72.0,22.5,6.048203
72.5,22.5,6.1894445
73.0,22.5,6.0545244
73.5,22.5,6.0045543
74.0,22.5,5.9981065
74.5,22.5,6.1908956
75.0,22.5,6.0870814
75.5,22.5,6.4187675
76.0,22.5,5.928522
76.5,22.5,5.3879404
77.0,22.5,5.4452314
77.5,22.5,5.5958667
78.0,22.5,4.871988
78.5,22.5,4.7754097
79.0,22.5,5.674412
79.5,22.5,5.8358517
80.0,22.5,5.276753
80.5,22.5,4.4052052
81.0,22.5,4.5202174
81.5,22.5,4.24916
82.0,22.5,4.2643747
82.5,22.5,4.446173
83.0,22.5,3.9428833
83.5,22.5,4.4852943
84.0,22.5,4.1579757
84.5,22.5,3.9070296
85.0,22.5,3.9788203
85.5,22.5,4.159936
86.0,22.5,4.106738
86.5,22.5,4.358523
87.0,22.5,4.8906703
87.5,22.5,5.3502545
88.0,22.5,5.7882094
88.5,22.5,5.7256737
67.5,22.0,7.154867
68.0,22.0,6.9663334
68.5,22.0,6.7409687
69.0,22.0,6.897118
69.5,22.0,6.564376
70.0,22.0,6.546025
70.5,22.0,6.5136795
71.0,22.0,6.7912173
71.5,22.0,6.908679
72.0,22.0,6.292191
72.5,22.0,6.61395
73.0,22.0,6.083967
73.5,22.0,5.951224
74.0,22.0,5.9060583
74.5,22.0,5.9613056
75.0,22.0,5.3936725
75.5,22.0,5.6345353
76.0,22.0,5.732485
76.5,22.0,5.43448
77.0,22.0,4.9709725
77.5,22.0,5.070394
78.0,22.0,5.2013283
78.5,22.0,5.7549105
79.0,22.0,5.949255
79.5,22.0,5.737859
80.0,22.0,4.7884016
80.5,22.0,4.511584
81.0,22.0,4.5896635
81.5,22.0,4.128732
82.0,22.0,4.3574967
82.5,22.0,4.6751976
83.0,22.0,4.2916
83.5,22.0,4.3326173
84.0,22.0,4.479843
84.5,22.0,4.175299
85.0,22.0,3.8655114
85.5,22.0,4.4504275
86.0,22.0,4.543114
86.5,22.0,4.3038588
87.0,22.0,5.2536297
87.5,22.0,5.8402886
88.0,22.0,6.199183
88.5,22.0,5.892043
68.0,21.5,7.0358877
68.5,21.5,6.7610617
69.0,21.5,6.7684493
69.5,21.5,6.900699
70.0,21.5,6.636659
70.5,21.5,6.3161077
71.0,21.5,6.635211
71.5,21.5,6.615671
72.0,21.5,6.8210654
72.5,21.5,6.853032
73.0,21.5,6.266015
73.5,21.5,6.456853
74.0,21.5,6.433693
74.5,21.5,5.8152456
75.0,21.5,5.9853597
75.5,21.5,5.9122887
76.0,21.5,5.946571
76.5,21.5,4.901018
77.0,21.5,4.5765295
77.5,21.5,5.4186172
78.0,21.5,5.6313553
78.5,21.5,5.6201005
79.0,21.5,5.3075967
79.5,21.5,5.351663
80.0,21.5,5.140799
80.5,21.5,4.340793
81.0,21.5,4.689217
81.5,21.5,4.516836
82.0,21.5,4.6823444
82.5,21.5,4.627146
83.0,21.5,4.5379233
83.5,21.5,4.531663
84.0,21.5,4.537631
84.5,21.5,4.2566285
85.0,21.5,3.8109715
85.5,21.5,4.2310576
86.0,21.5,3.9530895
86.5,21.5,4.7241373
87.0,21.5,5.913524
87.5,21.5,6.363731
88.0,21.5,6.374134
88.5,21.5,5.9595757
68.5,21.0,7.143329
69.0,21.0,6.8839264
69.5,21.0,6.836996
70.0,21.0,7.0262446
70.5,21.0,7.0348897
71.0,21.0,7.0660663
71.5,21.0,7.705953
72.0,21.0,7.534773
72.5,21.0,6.8781576
73.0,21.0,6.6768336
73.5,21.0,6.254593
74.0,21.0,6.7957673
74.5,21.0,5.964833
75.0,21.0,4.8246126
75.5,21.0,5.276822
76.0,21.0,5.7454567
76.5,21.0,5.599606
77.0,21.0,5.4834805
77.5,21.0,5.5127935
78.0,21.0,5.570544
78.5,21.0,5.667846
79.0,21.0,5.513284
79.5,21.0,5.5523376
80.0,21.0,5.2229867
80.5,21.0,5.5839243
81.0,21.0,5.2159433
81.5,21.0,5.0440307
82.0,21.0,5.0648885
82.5,21.0,5.168014
83.0,21.0,4.6573086
83.5,21.0,4.7023506
84.0,21.0,4.5421324
84.5,21.0,4.257201
85.0,21.0,4.1500154
85.5,21.0,3.999082
86.0,21.0,4.573958
86.5,21.0,5.265938
87.0,21.0,6.346385
87.5,21.0,6.629718
88.0,21.0,6.5404787
88.5,21.0,6.31421
69.0,20.5,7.0921764
69.5,20.5,6.812861
70.0,20.5,6.8778944
70.5,20.5,7.2280626
71.0,20.5,7.717716
71.5,20.5,7.669315
72.0,20.5,7.0453725
72.5,20.5,6.4177275
73.0,20.5,6.3239484
73.5,20.5,6.0743146
74.0,20.5,6.6786633
74.5,20.5,6.113909
75.0,20.5,5.1536517
75.5,20.5,5.6322823
76.0,20.5,5.850673
76.5,20.5,5.8560605
77.0,20.5,5.4540143
77.5,20.5,6.05902
78.0,20.5,5.803556
78.5,20.5,5.351079
79.0,20.5,5.269854
79.5,20.5,5.3019204
80.0,20.5,5.1875677
80.5,20.5,5.3267016
81.0,20.5,5.729662
81.5,20.5,5.5394588
82.0,20.5,4.9074655
82.5,20.5,4.862868
83.0,20.5,4.6000233
83.5,20.5,4.682203
84.0,20.5,4.9971986
84.5,20.5,4.6222076
85.0,20.5,4.194441
85.5,20.5,5.0060306
86.0,20.5,5.6496396
86.5,20.5,6.208622
87.0,20.5,6.8709593
87.5,20.5,6.7137904
88.0,20.5,6.5255632
88.5,20.5,6.403196
89.0,20.5,6.2473254
69.5,20.0,6.8565593
70.0,20.0,6.90083
70.5,20.0,7.034804
71.0,20.0,7.2043233
71.5,20.0,7.245918
72.0,20.0,6.6916304
72.5,20.0,6.1424837
73.0,20.0,5.677822
73.5,20.0,6.323896
74.0,20.0,6.5953
74.5,20.0,6.206921
75.0,20.0,5.653948
75.5,20.0,5.8361573
76.0,20.0,5.5686393
76.5,20.0,5.7361774
77.0,20.0,5.844559
77.5,20.0,5.854009
78.0,20.0,5.38488
78.5,20.0,5.099833
79.0,20.0,4.952961
79.5,20.0,4.968531
80.0,20.0,5.0591664
80.5,20.0,5.0942025
81.0,20.0,4.9840627
81.5,20.0,5.6544576
82.0,20.0,5.677624
82.5,20.0,4.7127724
83.0,20.0,4.632527
83.5,20.0,4.6401405
84.0,20.0,4.8511963
84.5,20.0,3.9400728
85.0,20.0,4.5926824
85.5,20.0,5.8734493
86.0,20.0,6.3407774
86.5,20.0,6.795403
87.0,20.0,6.785692
87.5,20.0,6.6650734
88.0,20.0,6.5209885
88.5,20.0,6.39452
70.0,19.5,6.927684
70.5,19.5,6.967378
71.0,19.5,6.9976125
71.5,19.5,6.9884896
72.0,19.5,6.4880934
72.5,19.5,5.9701276
73.0,19.5,4.986347
73.5,19.5,4.925425
74.0,19.5,6.677239
74.5,19.5,5.8337393
75.0,19.5,5.6293097
75.5,19.5,5.5460973
76.0,19.5,5.3917537
76.5,19.5,5.422412
77.0,19.5,5.484002
77.5,19.5,5.676127
78.0,19.5,5.433145
78.5,19.5,5.33768
79.0,19.5,5.2266183
79.5,19.5,5.1444106
80.0,19.5,4.6159606
80.5,19.5,4.280154
81.0,19.5,5.244442
81.5,19.5,5.1231694
82.0,19.5,5.463138
82.5,19.5,5.4656773
83.0,19.5,5.362108
83.5,19.5,4.011935
84.0,19.5,4.2009764
84.5,19.5,4.282576
85.0,19.5,5.7391443
85.5,19.5,6.8120084
86.0,19.5,6.8817234
86.5,19.5,6.800254
87.0,19.5,6.7381635
87.5,19.5,6.6410975
88.0,19.5,6.5233617
71.5,19.0,6.7752314
72.0,19.0,6.3010373
72.5,19.0,5.7791963
73.0,19.0,5.0052323
73.5,19.0,5.5588627
74.0,19.0,6.3689904
74.5,19.0,6.5928397
75.0,19.0,6.3196554
75.5,19.0,6.093864
76.0,19.0,5.820076
76.5,19.0,5.487232
77.0,19.0,5.49466
77.5,19.0,5.6445994
78.0,19.0,5.7402377
78.5,19.0,5.3499584
79.0,19.0,4.8480563
79.5,19.0,5.1614585
80.0,19.0,4.552205
80.5,19.0,4.1729383
81.0,19.0,4.5652137
81.5,19.0,4.8721366
82.0,19.0,5.080693
82.5,19.0,5.252745
83.0,19.0,5.368271
83.5,19.0,3.946644
84.0,19.0,3.9226415
84.5,19.0,5.6052246
85.0,19.0,7.1269617
85.5,19.0,7.0011406
86.0,19.0,6.897468
86.5,19.0,6.838577
87.0,19.0,6.779471
87.5,19.0,6.6443186
71.5,18.5,6.6113205
72.0,18.5,6.177085
72.5,18.5,5.6926837
73.0,18.5,5.2650676
73.5,18.5,6.015379
74.0,18.5,6.261186
74.5,18.5,6.4089108
75.0,18.5,6.5012736
75.5,18.5,6.4429526
76.0,18.5,6.565601
76.5,18.5,6.2786922
77.0,18.5,6.198633
77.5,18.5,5.775204
78.0,18.5,5.8858685
78.5,18.5,5.990015
79.0,18.5,5.7393274
79.5,18.5,5.491198
80.0,18.5,4.7950945
80.5,18.5,4.389372
81.0,18.5,4.0766783
81.5,18.5,4.33222
82.0,18.5,3.740902
82.5,18.5,4.719933
83.0,18.5,4.6640887
83.5,18.5,4.346005
84.0,18.5,5.3564205
84.5,18.5,6.6582065
85.0,18.5,6.9940352
85.5,18.5,6.9498563
86.0,18.5,6.922147
86.5,18.5,6.883126
71.5,18.0,6.6681805
72.0,18.0,6.1714525
72.5,18.0,5.597356
73.0,18.0,5.383139
73.5,18.0,5.2872825
74.0,18.0,6.633122
74.5,18.0,6.434886
75.0,18.0,6.2994685
75.5,18.0,6.329693
76.0,18.0,6.5704556
76.5,18.0,6.5830727
77.0,18.0,6.3654933
77.5,18.0,6.4790444
78.0,18.0,6.2562814
78.5,18.0,6.601614
79.0,18.0,6.6139054
79.5,18.0,6.196167
80.0,18.0,5.616343
80.5,18.0,4.957079
81.0,18.0,4.4398565
81.5,18.0,4.2293625
82.0,18.0,4.283841
82.5,18.0,4.9087443
83.0,18.0,5.1585345
83.5,18.0,6.4663095
84.0,18.0,7.1090946
84.5,18.0,7.1045327
85.0,18.0,7.1107764
85.5,18.0,7.111901
72.0,17.5,6.1359787
72.5,17.5,5.4310145
73.0,17.5,5.2283144
73.5,17.5,4.765462
74.0,17.5,6.364858
74.5,17.5,6.8860946
75.0,17.5,6.3556585
75.5,17.5,6.152342
76.0,17.5,6.140568
76.5,17.5,6.043156
77.0,17.5,5.7830215
77.5,17.5,5.928844
78.0,17.5,6.615404
78.5,17.5,6.406767
79.0,17.5,6.172655
79.5,17.5,5.7866054
80.0,17.5,5.535418
80.5,17.5,5.4047894
81.0,17.5,5.37163
81.5,17.5,5.101526
82.0,17.5,4.7142873
82.5,17.5,5.8106728
83.0,17.5,6.7752905
83.5,17.5,7.2579446
84.0,17.5,7.2901564
84.5,17.5,7.2887397
85.0,17.5,7.290686
72.0,17.0,6.1244674
72.5,17.0,5.464836
73.0,17.0,5.2102065
73.5,17.0,5.0572352
74.0,17.0,6.802449
74.5,17.0,6.4916825
75.0,17.0,6.9664187
75.5,17.0,6.777696
76.0,17.0,6.4377666
76.5,17.0,6.0864463
77.0,17.0,5.6851873
77.5,17.0,6.0450234
78.0,17.0,6.53925
78.5,17.0,6.681462
79.0,17.0,5.9596376
79.5,17.0,5.6715684
80.0,17.0,5.6978173
80.5,17.0,5.525579
81.0,17.0,5.98636
81.5,17.0,5.6174197
82.0,17.0,5.9139385
82.5,17.0,6.7103624
83.0,17.0,7.0781584
83.5,17.0,7.2211523
84.0,17.0,7.2792163
84.5,17.0,7.3025885
72.0,16.5,6.105753
72.5,16.5,5.528437
73.0,16.5,5.2893944
73.5,16.5,5.101295
74.0,16.5,6.36873
74.5,16.5,6.6456156
75.0,16.5,6.7625446
75.5,16.5,6.779587
76.0,16.5,6.868475
76.5,16.5,6.3200617
77.0,16.5,5.8776035
77.5,16.5,5.79677
78.0,16.5,6.014049
78.5,16.5,6.230007
79.0,16.5,6.3708634
79.5,16.5,6.0248103
80.0,16.5,6.0271378
80.5,16.5,5.8754225
81.0,16.5,6.3017073
81.5,16.5,6.5983033
82.0,16.5,6.458087
82.5,16.5,6.883807
83.0,16.5,7.0937743
83.5,16.5,7.2138376
84.0,16.5,7.2534537
72.0,16.0,6.095235
72.5,16.0,5.5630684
73.0,16.0,5.3194747
73.5,16.0,5.1599784
74.0,16.0,5.608637
74.5,16.0,6.8335
75.0,16.0,6.7265573
75.5,16.0,6.5320134
76.0,16.0,6.8937454
76.5,16.0,6.8794217
77.0,16.0,6.0626855
77.5,16.0,6.1138988
78.0,16.0,6.0668006
78.5,16.0,5.576013
79.0,16.0,5.9505486
79.5,16.0,5.5145307
80.0,16.0,5.8491197
80.5,16.0,6.077744
81.0,16.0,6.4795084
81.5,16.0,6.646561
82.0,16.0,6.771362
82.5,16.0,6.9462423
83.0,16.0,7.073252
83.5,16.0,7.1824384
72.0,15.5,6.0672584
72.5,15.5,5.6049333
73.0,15.5,5.371223
73.5,15.5,5.188061
74.0,15.5,4.4612074
74.5,15.5,6.5196843
75.0,15.5,6.918964
75.5,15.5,6.9997764
76.0,15.5,7.058058
76.5,15.5,6.959907
77.0,15.5,6.672072
77.5,15.5,6.9548826
78.0,15.5,6.6354423
78.5,15.5,5.2305875
79.0,15.5,5.9144416
79.5,15.5,5.773982
80.0,15.5,5.999994
80.5,15.5,6.199946
81.0,15.5,6.502259
81.5,15.5,6.734457
82.0,15.5,6.8489485
82.5,15.5,6.9532447
83.0,15.5,7.065525
72.5,15.0,5.632278
