X,Y,Layer1
78.5,25.0,2.4338074
79.0,25.0,2.4044642
79.5,25.0,2.4032855
80.0,25.0,2.3125355
80.5,25.0,2.22476
81.0,25.0,2.1483624
81.5,25.0,2.225024
82.0,25.0,2.2430239
82.5,25.0,2.2523475
83.0,25.0,2.3609662
83.5,25.0,2.3897507
84.0,25.0,2.5084026
84.5,25.0,2.5472407
85.0,25.0,2.538536
85.5,25.0,2.5433323
86.0,25.0,2.436818
86.5,25.0,2.3423774
87.0,25.0,2.4142458
87.5,25.0,2.3839679
93.0,25.0,1.8415865
93.5,25.0,1.6060096
94.0,25.0,1.7142475
71.5,24.5,2.9904683
72.0,24.5,3.039897
72.5,24.5,2.635291
73.0,24.5,2.2844949
73.5,24.5,2.697063
74.0,24.5,2.7403872
74.5,24.5,2.7683594
75.0,24.5,3.0470161
75.5,24.5,3.1934042
76.0,24.5,2.8891466
76.5,24.5,2.5500627
77.0,24.5,2.6848223
77.5,24.5,2.8761292
78.0,24.5,2.688064
78.5,24.5,2.5062163
79.0,24.5,2.4242387
79.5,24.5,2.2664943
80.0,24.5,2.2184467
80.5,24.5,2.338003
81.0,24.5,2.244879
81.5,24.5,2.284898
82.0,24.5,2.1449108
82.5,24.5,1.973825
83.0,24.5,1.9034594
83.5,24.5,2.1306784
84.0,24.5,2.1931434
84.5,24.5,2.1624568
85.0,24.5,2.218563
85.5,24.5,2.2833424
86.0,24.5,2.3620186
86.5,24.5,2.5083394
87.0,24.5,2.5155792
87.5,24.5,2.4035497
92.5,24.5,1.5465462
93.0,24.5,1.1911756
93.5,24.5,1.8467852
94.0,24.5,1.943747
69.0,24.0,4.2604733
71.5,24.0,3.0783167
72.0,24.0,2.9820595
72.5,24.0,2.8066204
73.0,24.0,2.4864109
73.5,24.0,2.9628778
74.0,24.0,2.7118983
74.5,24.0,2.4403317
75.0,24.0,3.4049754
75.5,24.0,3.2135503
76.0,24.0,3.1742961
76.5,24.0,2.8738751
77.0,24.0,2.8293355
77.5,24.0,2.9694247
78.0,24.0,2.7811468
78.5,24.0,2.81162
79.0,24.0,2.727938
79.5,24.0,2.4592595
80.0,24.0,2.5044482
80.5,24.0,2.3025258
81.0,24.0,2.3458185
81.5,24.0,2.0912015
82.0,24.0,1.9106586
82.5,24.0,1.8948562
83.0,24.0,1.7744682
83.5,24.0,1.8671905
84.0,24.0,1.7533773
84.5,24.0,1.7722471
85.0,24.0,2.1613686
85.5,24.0,2.3412814
86.0,24.0,2.3023343
86.5,24.0,2.42005
87.0,24.0,2.5022066
87.5,24.0,2.5124338
88.0,24.0,2.6887956
92.5,24.0,1.8073959
93.0,24.0,1.7756541
68.5,23.5,4.365096
69.0,23.5,3.5625656
69.5,23.5,3.504184
70.0,23.5,3.595527
70.5,23.5,3.527755
71.0,23.5,3.6410954
71.5,23.5,3.346074
72.0,23.5,3.0089078
72.5,23.5,2.8570676
73.0,23.5,2.7974567
73.5,23.5,2.950889
74.0,23.5,2.8707204
74.5,23.5,2.8164153
75.0,23.5,3.3686366
75.5,23.5,3.3173962
76.0,23.5,3.312568
76.5,23.5,3.0188692
77.0,23.5,3.0565856
77.5,23.5,2.9669583
78.0,23.5,2.7443752
78.5,23.5,2.7985537
79.0,23.5,2.6828196
79.5,23.5,2.4172406
80.0,23.5,2.4748366
80.5,23.5,2.2812097
81.0,23.5,2.0398526
81.5,23.5,2.0775032
82.0,23.5,1.9129312
82.5,23.5,1.9669633
83.0,23.5,1.8448842
83.5,23.5,1.9467975
84.0,23.5,1.9718791
84.5,23.5,2.0694942
85.0,23.5,2.4786088
85.5,23.5,2.3003004
86.0,23.5,2.215634
86.5,23.5,2.2880325
87.0,23.5,2.321944
87.5,23.5,2.491103
88.0,23.5,2.694402
93.0,23.5,1.8833879
68.0,23.0,5.3256307
68.5,23.0,5.0980616
69.0,23.0,4.273609
69.5,23.0,3.9184449
70.0,23.0,4.30275
70.5,23.0,3.867716
71.0,23.0,3.5370624
71.5,23.0,3.290634
72.0,23.0,3.003765
72.5,23.0,2.7895772
73.0,23.0,2.923591
73.5,23.0,2.8949823
74.0,23.0,2.9652789
74.5,23.0,2.8974147
75.0,23.0,3.1605716
75.5,23.0,3.3781977
76.0,23.0,3.3133292
76.5,23.0,3.0048757
77.0,23.0,2.860011
77.5,23.0,2.685951
78.0,23.0,2.6590269
78.5,23.0,2.7721431
79.0,23.0,2.6060975
79.5,23.0,2.5678043
80.0,23.0,2.4833052
80.5,23.0,2.3651478
81.0,23.0,2.2157998
81.5,23.0,2.2583578
82.0,23.0,2.0682495
82.5,23.0,1.8514802
83.0,23.0,2.0589561
83.5,23.0,2.2563891
84.0,23.0,2.091652
84.5,23.0,2.1076736
85.0,23.0,2.2150667
85.5,23.0,1.9545436
86.0,23.0,1.9011297
86.5,23.0,2.3577735
87.0,23.0,2.3844006
87.5,23.0,2.5315478
88.0,23.0,2.7390704
68.0,22.5,5.255296
68.5,22.5,5.0577574
69.0,22.5,4.8399253
69.5,22.5,4.7715926
70.0,22.5,4.0182242
70.5,22.5,3.1007013
71.0,22.5,3.1500022
71.5,22.5,3.2650757
72.0,22.5,3.0242782
72.5,22.5,3.1975074
73.0,22.5,2.9991531
73.5,22.5,2.9611483
74.0,22.5,2.8323407
74.5,22.5,3.0261238
75.0,22.5,3.0549037
75.5,22.5,3.244141
76.0,22.5,2.887021
76.5,22.5,2.6164663
77.0,22.5,2.7600503
77.5,22.5,2.7260098
78.0,22.5,2.3104155
78.5,22.5,2.256002
79.0,22.5,2.7808955
79.5,22.5,2.88351
80.0,22.5,2.554083
80.5,22.5,1.9764389
81.0,22.5,2.0315795
81.5,22.5,1.9044241
82.0,22.5,1.878805
82.5,22.5,2.0759985
83.0,22.5,1.758267
83.5,22.5,2.15719
84.0,22.5,1.9666632
84.5,22.5,1.8545895
85.0,22.5,1.8217143
85.5,22.5,1.845932
86.0,22.5,1.9512842
86.5,22.5,2.0946162
87.0,22.5,2.4126334
87.5,22.5,2.6772473
88.0,22.5,2.9286206
88.5,22.5,2.8235278
67.5,22.0,5.3897996
68.0,22.0,5.262397
68.5,22.0,5.090707
69.0,22.0,4.828797
69.5,22.0,3.3600419
70.0,22.0,3.1583033
70.5,22.0,3.1272826
71.0,22.0,3.3275528
71.5,22.0,3.4388442
72.0,22.0,3.2021496
72.5,22.0,4.147465
73.0,22.0,3.049089
73.5,22.0,2.9575841
74.0,22.0,2.9000905
74.5,22.0,3.0227542
75.0,22.0,2.6375144
75.5,22.0,2.7366905
76.0,22.0,2.778605
76.5,22.0,2.7849646
77.0,22.0,2.3742425
77.5,22.0,2.3136168
78.0,22.0,2.5153918
78.5,22.0,2.7968874
79.0,22.0,2.917697
79.5,22.0,2.706681
80.0,22.0,2.1991417
80.5,22.0,1.9280672
81.0,22.0,2.0672898
81.5,22.0,2.1108866
82.0,22.0,2.169165
82.5,22.0,2.3177464
83.0,22.0,2.0734801
83.5,22.0,2.0056643
84.0,22.0,2.1433735
84.5,22.0,1.9111879
85.0,22.0,1.7135313
85.5,22.0,2.107092
86.0,22.0,2.1763606
86.5,22.0,2.0808744
87.0,22.0,2.5697157
87.5,22.0,2.9581435
88.0,22.0,3.4286652
88.5,22.0,3.10568
68.0,21.5,5.319491
68.5,21.5,5.146428
69.0,21.5,5.081886
69.5,21.5,4.8093863
70.0,21.5,3.4119198
70.5,21.5,2.9641657
71.0,21.5,3.1648014
71.5,21.5,3.1573062
72.0,21.5,3.447506
72.5,21.5,4.5891733
73.0,21.5,3.0945704
73.5,21.5,3.0789552
74.0,21.5,3.2842011
74.5,21.5,2.8697112
75.0,21.5,2.9401126
75.5,21.5,2.8378036
76.0,21.5,2.8740902
76.5,21.5,2.3410223
77.0,21.5,2.0474994
77.5,21.5,2.6005034
78.0,21.5,2.768436
78.5,21.5,2.7618072
79.0,21.5,2.4787614
79.5,21.5,2.4374924
80.0,21.5,2.4440477
80.5,21.5,1.9585811
81.0,21.5,2.2152917
81.5,21.5,2.2457078
82.0,21.5,2.3289185
82.5,21.5,2.1501102
83.0,21.5,2.1843066
83.5,21.5,2.2589426
84.0,21.5,2.2805846
84.5,21.5,1.9156295
85.0,21.5,1.8766218
85.5,21.5,2.037465
86.0,21.5,1.9320313
86.5,21.5,2.2956312
87.0,21.5,3.4266617
87.5,21.5,4.3575854
88.0,21.5,4.6065726
88.5,21.5,4.127117
68.5,21.0,5.395429
69.0,21.0,5.1974573
69.5,21.0,5.0996075
70.0,21.0,4.8461003
70.5,21.0,3.7312396
71.0,21.0,3.3351562
71.5,21.0,4.4120097
72.0,21.0,5.1687818
72.5,21.0,4.984979
73.0,21.0,3.462378
73.5,21.0,2.9831975
74.0,21.0,3.387668
74.5,21.0,2.9275296
75.0,21.0,2.3130429
75.5,21.0,2.6040347
76.0,21.0,2.8212729
76.5,21.0,2.681425
77.0,21.0,2.6805813
77.5,21.0,2.7145138
78.0,21.0,2.70033
78.5,21.0,2.7055929
79.0,21.0,2.5914676
79.5,21.0,2.6867425
80.0,21.0,2.373345
80.5,21.0,2.56162
81.0,21.0,2.4949887
81.5,21.0,2.450375
82.0,21.0,2.46799
82.5,21.0,2.5135827
83.0,21.0,2.2115624
83.5,21.0,2.3097095
84.0,21.0,2.1763716
84.5,21.0,1.9568987
85.0,21.0,2.0075355
85.5,21.0,1.9137836
86.0,21.0,2.2581613
86.5,21.0,2.6352272
87.0,21.0,4.2235193
87.5,21.0,4.954847
88.0,21.0,4.9126077
88.5,21.0,4.7434487
69.0,20.5,5.3590674
69.5,20.5,5.129234
70.0,20.5,5.1334567
70.5,20.5,5.3024983
71.0,20.5,5.538078
71.5,20.5,5.654764
72.0,20.5,5.2925315
72.5,20.5,4.8647747
73.0,20.5,3.472884
73.5,20.5,2.9126208
74.0,20.5,3.366677
74.5,20.5,3.0280654
75.0,20.5,2.492643
75.5,20.5,2.7947402
76.0,20.5,2.8834946
76.5,20.5,2.8503668
77.0,20.5,2.5989113
77.5,20.5,2.98877
78.0,20.5,2.801062
78.5,20.5,2.5764787
79.0,20.5,2.5689723
79.5,20.5,2.4433022
80.0,20.5,2.3622465
80.5,20.5,2.2437913
81.0,20.5,2.6142569
81.5,20.5,2.64668
82.0,20.5,2.0739183
82.5,20.5,2.264446
83.0,20.5,2.1980865
83.5,20.5,2.268224
84.0,20.5,2.291625
84.5,20.5,2.1930785
85.0,20.5,1.9770976
85.5,20.5,2.4028907
86.0,20.5,2.7483947
86.5,20.5,3.1563776
87.0,20.5,4.837488
87.5,20.5,5.039742
88.0,20.5,4.9397287
88.5,20.5,4.8204517
89.0,20.5,4.7040424
69.5,20.0,5.172155
70.0,20.0,5.191098
70.5,20.0,5.2892146
71.0,20.0,5.405491
71.5,20.0,5.4347334
72.0,20.0,5.0560284
72.5,20.0,4.489953
73.0,20.0,2.7733927
73.5,20.0,3.1740942
74.0,20.0,3.3024187
74.5,20.0,3.10943
75.0,20.0,2.7710073
75.5,20.0,2.8491957
76.0,20.0,2.7413187
76.5,20.0,2.8677676
77.0,20.0,2.9150636
77.5,20.0,2.8346915
78.0,20.0,2.5509353
78.5,20.0,2.36442
79.0,20.0,2.3943098
79.5,20.0,2.2288315
80.0,20.0,2.2775857
80.5,20.0,2.1415923
81.0,20.0,2.1281798
81.5,20.0,2.64027
82.0,20.0,2.5845385
82.5,20.0,2.1623247
83.0,20.0,2.2486598
83.5,20.0,2.196132
84.0,20.0,2.24574
84.5,20.0,1.9030704
85.0,20.0,2.161314
85.5,20.0,3.1618917
86.0,20.0,3.469707
86.5,20.0,4.658974
87.0,20.0,5.0916176
87.5,20.0,5.029927
88.0,20.0,4.9330587
88.5,20.0,4.821761
70.0,19.5,5.232358
70.5,19.5,5.258707
71.0,19.5,5.2747035
71.5,19.5,5.278491
72.0,19.5,4.8952365
72.5,19.5,4.450995
73.0,19.5,2.4018948
73.5,19.5,2.4086921
74.0,19.5,3.4037695
74.5,19.5,2.861439
75.0,19.5,2.7809074
75.5,19.5,2.7574177
76.0,19.5,2.6453004
76.5,19.5,2.685324
77.0,19.5,2.7164948
77.5,19.5,2.749823
78.0,19.5,2.4453483
78.5,19.5,2.4013188
79.0,19.5,2.3239048
79.5,19.5,2.4075189
80.0,19.5,1.9951487
80.5,19.5,1.7377592
81.0,19.5,2.2204437
81.5,19.5,2.3059642
82.0,19.5,2.5818686
82.5,19.5,2.6704936
83.0,19.5,2.7329717
83.5,19.5,1.9265382
84.0,19.5,1.9951527
84.5,19.5,2.1223502
85.0,19.5,3.281209
85.5,19.5,4.983661
86.0,19.5,5.1375604
86.5,19.5,5.0971527
87.0,19.5,5.0751047
87.5,19.5,5.0199394
88.0,19.5,4.923931
71.5,19.0,5.1248903
72.0,19.0,4.7569065
72.5,19.0,4.3800955
73.0,19.0,2.6693125
73.5,19.0,2.763211
74.0,19.0,3.1822188
74.5,19.0,3.3244538
75.0,19.0,3.1625073
75.5,19.0,3.0134056
76.0,19.0,2.8674397
76.5,19.0,2.682122
77.0,19.0,2.6921132
77.5,19.0,2.7729359
78.0,19.0,2.8506947
78.5,19.0,2.5400388
79.0,19.0,2.2260764
79.5,19.0,2.4374003
80.0,19.0,2.0135157
80.5,19.0,1.694199
81.0,19.0,1.9486607
81.5,19.0,2.3038983
82.0,19.0,2.4103289
82.5,19.0,2.6328473
83.0,19.0,2.773397
83.5,19.0,1.9413909
84.0,19.0,1.9580959
84.5,19.0,3.084049
85.0,19.0,5.235026
85.5,19.0,5.2307196
86.0,19.0,5.1698546
86.5,19.0,5.134582
87.0,19.0,5.1042037
87.5,19.0,5.0211763
71.5,18.5,5.005396
72.0,18.5,4.6724443
72.5,18.5,4.299605
73.0,18.5,2.9666195
73.5,18.5,3.0040562
74.0,18.5,3.0361037
74.5,18.5,3.185886
75.0,18.5,3.2516096
75.5,18.5,3.2393253
76.0,18.5,3.2830796
76.5,18.5,3.1258285
77.0,18.5,3.0682013
77.5,18.5,2.8000395
78.0,18.5,2.7632806
78.5,18.5,2.8007343
79.0,18.5,2.7580824
79.5,18.5,2.6867838
80.0,18.5,2.140397
80.5,18.5,1.9353036
81.0,18.5,1.7264361
81.5,18.5,1.9885578
82.0,18.5,1.8179076
82.5,18.5,2.376767
83.0,18.5,2.4045632
83.5,18.5,2.1688576
84.0,18.5,2.797958
84.5,18.5,4.790911
85.0,18.5,5.2309275
85.5,18.5,5.2173486
86.0,18.5,5.204577
86.5,18.5,5.179385
71.5,18.0,5.0497856
72.0,18.0,4.6722455
72.5,18.0,4.2306814
73.0,18.0,3.400786
73.5,18.0,2.6730163
74.0,18.0,3.396002
74.5,18.0,3.1958034
75.0,18.0,3.1590161
75.5,18.0,3.1314185
76.0,18.0,3.3014965
76.5,18.0,3.2827477
77.0,18.0,3.101601
77.5,18.0,3.2057712
78.0,18.0,3.0718977
78.5,18.0,3.2336614
79.0,18.0,3.278077
79.5,18.0,3.0799053
80.0,18.0,2.5799367
80.5,18.0,2.1385956
81.0,18.0,1.9233757
81.5,18.0,1.9567323
82.0,18.0,2.109557
82.5,18.0,2.4684222
83.0,18.0,2.604079
83.5,18.0,3.833662
84.0,18.0,5.2406454
84.5,18.0,5.337019
85.0,18.0,5.3525033
85.5,18.0,5.3572507
72.0,17.5,4.6562595
72.5,17.5,4.1221695
73.0,17.5,3.714828
73.5,17.5,2.3267925
74.0,17.5,3.283809
74.5,17.5,3.5380778
75.0,17.5,3.1598427
75.5,17.5,3.0406706
76.0,17.5,3.0511742
76.5,17.5,2.9918802
77.0,17.5,2.832663
77.5,17.5,2.86568
78.0,17.5,3.2677052
78.5,17.5,3.0308497
79.0,17.5,3.0353959
79.5,17.5,2.869061
80.0,17.5,2.663979
80.5,17.5,2.4699223
81.0,17.5,2.4298577
81.5,17.5,2.4040587
82.0,17.5,2.2774265
82.5,17.5,2.9601383
83.0,17.5,4.230265
83.5,17.5,5.371999
84.0,17.5,5.4790387
84.5,17.5,5.4862423
85.0,17.5,5.4933014
72.0,17.0,4.6558666
72.5,17.0,4.1548023
73.0,17.0,3.9084682
73.5,17.0,2.589454
74.0,17.0,3.4116457
74.5,17.0,3.2513592
75.0,17.0,3.5140555
75.5,17.0,3.364672
76.0,17.0,3.2161462
76.5,17.0,3.0357413
77.0,17.0,2.8067815
77.5,17.0,2.9911225
78.0,17.0,3.2381997
78.5,17.0,3.322139
79.0,17.0,2.955466
79.5,17.0,2.8253243
80.0,17.0,2.835877
80.5,17.0,2.6881258
81.0,17.0,2.9085095
81.5,17.0,2.7730217
82.0,17.0,2.999689
82.5,17.0,4.6265545
83.0,17.0,5.3062663
83.5,17.0,5.419173
84.0,17.0,5.482877
84.5,17.0,5.5120645
72.0,16.5,4.6408157
72.5,16.5,4.205853
73.0,16.5,3.994109
73.5,16.5,2.804421
74.0,16.5,3.1071925
74.5,16.5,3.2860942
75.0,16.5,3.349626
75.5,16.5,3.4231164
76.0,16.5,3.501772
76.5,16.5,3.1530678
77.0,16.5,2.9292724
77.5,16.5,2.9048948
78.0,16.5,2.9729564
78.5,16.5,3.0652294
79.0,16.5,3.193763
79.5,16.5,2.9727418
80.0,16.5,2.9672995
80.5,16.5,2.8620942
81.0,16.5,3.2111142
81.5,16.5,3.828339
82.0,16.5,3.8478165
82.5,16.5,5.1005993
83.0,16.5,5.3433623
83.5,16.5,5.4318557
84.0,16.5,5.480639
72.0,16.0,4.632118
72.5,16.0,4.2337475
73.0,16.0,4.0308285
73.5,16.0,3.2389202
74.0,16.0,2.6935186
74.5,16.0,3.3454223
75.0,16.0,3.338188
75.5,16.0,3.250249
76.0,16.0,3.4700005
76.5,16.0,3.498341
77.0,16.0,3.0432467
77.5,16.0,3.0385168
78.0,16.0,3.0528445
78.5,16.0,2.6986084
79.0,16.0,2.7856092
79.5,16.0,2.701182
80.0,16.0,2.9095702
80.5,16.0,3.2763126
81.0,16.0,3.8937743
81.5,16.0,5.004608
82.0,16.0,5.1260552
82.5,16.0,5.2574167
83.0,16.0,5.351823
83.5,16.0,5.430615
72.0,15.5,4.6149454
72.5,15.5,4.2728863
73.0,15.5,4.0868707
73.5,15.5,3.8429356
74.0,15.5,2.256668
74.5,15.5,2.9985185
75.0,15.5,3.4111352
75.5,15.5,3.492923
76.0,15.5,3.588123
