X,Y,Layer1
82.0,22.5,3.7463489
82.5,22.5,3.9045367
83.0,22.5,3.4365273
83.5,22.5,3.991766
84.0,22.5,3.634554
84.5,22.5,3.4248042
85.0,22.5,3.4743443
85.5,22.5,3.6204343
86.0,22.5,3.4987383
86.5,22.5,3.8180652
87.0,22.5,4.270453
87.5,22.5,4.653921
88.0,22.5,5.0492496
88.5,22.5,4.994458
67.5,22.0,6.97499
68.0,22.0,6.8105946
68.5,22.0,6.5887194
69.0,22.0,6.550214
69.5,22.0,5.7767725
70.0,22.0,5.6729307
70.5,22.0,5.5441008
71.0,22.0,5.8826604
71.5,22.0,6.055584
72.0,22.0,5.462097
72.5,22.0,6.0860696
73.0,22.0,5.294087
73.5,22.0,5.176667
74.0,22.0,5.1608987
74.5,22.0,5.216051
75.0,22.0,4.593519
75.5,22.0,4.7886105
76.0,22.0,4.88128
76.5,22.0,4.7201424
77.0,22.0,4.375168
77.5,22.0,4.474709
78.0,22.0,4.5583544
78.5,22.0,5.06092
79.0,22.0,5.18858
79.5,22.0,5.0515895
80.0,22.0,4.1595
80.5,22.0,3.9149375
81.0,22.0,4.0223584
81.5,22.0,3.6448004
82.0,22.0,3.8023546
82.5,22.0,4.099187
83.0,22.0,3.719792
83.5,22.0,3.7816446
84.0,22.0,3.931788
84.5,22.0,3.646723
85.0,22.0,3.3986204
85.5,22.0,3.895282
86.0,22.0,3.9697616
86.5,22.0,3.8292203
87.0,22.0,4.5881824
87.5,22.0,5.0781674
88.0,22.0,5.5354757
88.5,22.0,5.218509
68.0,21.5,6.8843474
68.5,21.5,6.660389
69.0,21.5,6.579261
69.5,21.5,6.4981313
70.0,21.5,5.7449665
70.5,21.5,5.2693458
71.0,21.5,5.6233864
71.5,21.5,5.5865426
72.0,21.5,5.897304
72.5,21.5,6.427937
73.0,21.5,5.445813
73.5,21.5,5.6472707
74.0,21.5,5.7275176
74.5,21.5,5.0467877
75.0,21.5,5.207918
75.5,21.5,5.140868
76.0,21.5,5.153223
76.5,21.5,4.211587
77.0,21.5,3.999831
77.5,21.5,4.827861
78.0,21.5,4.9374437
78.5,21.5,4.8982334
79.0,21.5,4.565341
79.5,21.5,4.610392
80.0,21.5,4.421958
80.5,21.5,3.7549589
81.0,21.5,4.078893
81.5,21.5,3.9625332
82.0,21.5,4.0893536
82.5,21.5,3.9932015
83.0,21.5,3.9140825
83.5,21.5,3.938544
84.0,21.5,3.965986
84.5,21.5,3.724044
85.0,21.5,3.3898711
85.5,21.5,3.7628422
86.0,21.5,3.547252
86.5,21.5,4.174756
87.0,21.5,5.3623996
87.5,21.5,6.0378065
88.0,21.5,6.124238
88.5,21.5,5.6652646
68.5,21.0,6.982652
69.0,21.0,6.726483
69.5,21.0,6.6017766
70.0,21.0,6.5803947
70.5,21.0,6.306657
71.0,21.0,6.2677884
71.5,21.0,6.9336143
72.0,21.0,7.078661
72.5,21.0,6.633723
73.0,21.0,5.9732046
73.5,21.0,5.536444
74.0,21.0,6.002528
74.5,21.0,5.1192684
75.0,21.0,4.062045
75.5,21.0,4.579286
76.0,21.0,4.9654994
76.5,21.0,4.835313
77.0,21.0,4.7443476
77.5,21.0,4.7765355
78.0,21.0,4.794935
78.5,21.0,4.9456506
79.0,21.0,4.7436147
79.5,21.0,4.766392
80.0,21.0,4.462051
80.5,21.0,4.861958
81.0,21.0,4.502825
81.5,21.0,4.3617525
82.0,21.0,4.3814764
82.5,21.0,4.49573
83.0,21.0,4.004107
83.5,21.0,4.0787153
84.0,21.0,3.9653141
84.5,21.0,3.7381608
85.0,21.0,3.6848302
85.5,21.0,3.4863625
86.0,21.0,4.023365
86.5,21.0,4.605224
87.0,21.0,5.9321795
87.5,21.0,6.4124265
88.0,21.0,6.357858
88.5,21.0,6.1389575
69.0,20.5,6.9356694
69.5,20.5,6.6384897
70.0,20.5,6.6444664
70.5,20.5,6.894153
71.0,20.5,7.2855563
71.5,20.5,7.3269377
72.0,20.5,6.8495617
72.5,20.5,6.306162
73.0,20.5,5.7225976
73.5,20.5,5.4247837
74.0,20.5,5.8879967
74.5,20.5,5.274089
75.0,20.5,4.4146857
75.5,20.5,4.934582
76.0,20.5,5.133397
76.5,20.5,5.1008396
77.0,20.5,4.683536
77.5,20.5,5.2451754
78.0,20.5,4.9812574
78.5,20.5,4.5935316
79.0,20.5,4.5564914
79.5,20.5,4.6056566
80.0,20.5,4.4725475
80.5,20.5,4.5742817
81.0,20.5,4.9616427
81.5,20.5,4.790232
82.0,20.5,4.200238
82.5,20.5,4.292928
83.0,20.5,3.9845366
83.5,20.5,4.112877
84.0,20.5,4.3982325
84.5,20.5,4.06988
85.0,20.5,3.6573508
85.5,20.5,4.3039613
86.0,20.5,4.8607717
86.5,20.5,5.439043
87.0,20.5,6.5425334
87.5,20.5,6.5222907
88.0,20.5,6.3929987
88.5,20.5,6.2386665
89.0,20.5,6.0880413
69.5,20.0,6.6939898
70.0,20.0,6.7178273
70.5,20.0,6.8452287
71.0,20.0,6.995624
71.5,20.0,7.033576
72.0,20.0,6.543503
72.5,20.0,5.9723916
73.0,20.0,5.051475
73.5,20.0,5.64512
74.0,20.0,5.75279
74.5,20.0,5.430739
75.0,20.0,4.9054394
75.5,20.0,5.0401096
76.0,20.0,4.8128514
76.5,20.0,5.0076103
77.0,20.0,5.122885
77.5,20.0,5.0595226
78.0,20.0,4.5669513
78.5,20.0,4.345916
79.0,20.0,4.2571726
79.5,20.0,4.300282
80.0,20.0,4.390194
80.5,20.0,4.3832736
81.0,20.0,4.3006086
81.5,20.0,4.9716697
82.0,20.0,4.9613247
82.5,20.0,4.042435
83.0,20.0,4.031993
83.5,20.0,4.1185565
84.0,20.0,4.264847
84.5,20.0,3.4517343
85.0,20.0,3.9545836
85.5,20.0,5.22406
86.0,20.0,5.669711
86.5,20.0,6.439971
87.0,20.0,6.5905256
87.5,20.0,6.5096183
88.0,20.0,6.384465
88.5,20.0,6.24027
70.0,19.5,6.771449
70.5,19.5,6.806149
71.0,19.5,6.826309
71.5,19.5,6.831347
72.0,19.5,6.3353534
72.5,19.5,5.840341
73.0,19.5,4.435067
73.5,19.5,4.424915
74.0,19.5,5.869363
74.5,19.5,4.9651494
75.0,19.5,4.775234
75.5,19.5,4.759849
76.0,19.5,4.627233
76.5,19.5,4.705471
77.0,19.5,4.7715645
77.5,19.5,4.915483
78.0,19.5,4.6421514
78.5,19.5,4.60157
79.0,19.5,4.5419393
79.5,19.5,4.4436345
80.0,19.5,3.9806507
80.5,19.5,3.6573672
81.0,19.5,4.506258
81.5,19.5,4.4102044
82.0,19.5,4.7705708
82.5,19.5,4.82187
83.0,19.5,4.834595
83.5,19.5,3.5745473
84.0,19.5,3.69593
84.5,19.5,3.8005927
85.0,19.5,5.1757727
85.5,19.5,6.5470963
86.0,19.5,6.656278
86.5,19.5,6.5975804
87.0,19.5,6.567576
87.5,19.5,6.4968877
88.0,19.5,6.372575
71.5,19.0,6.632554
72.0,19.0,6.156304
72.5,19.0,5.6776357
73.0,19.0,4.5522795
73.5,19.0,4.974731
74.0,19.0,5.5376015
74.5,19.0,5.801852
75.0,19.0,5.5395217
75.5,19.0,5.3135247
76.0,19.0,5.022664
76.5,19.0,4.6833525
77.0,19.0,4.691654
77.5,19.0,4.8723264
78.0,19.0,4.9384813
78.5,19.0,4.5733557
79.0,19.0,4.1512203
79.5,19.0,4.4851437
80.0,19.0,3.9289482
80.5,19.0,3.5426269
81.0,19.0,3.9328914
81.5,19.0,4.2960844
82.0,19.0,4.4087324
82.5,19.0,4.691059
83.0,19.0,4.847023
83.5,19.0,3.553498
84.0,19.0,3.5244074
84.5,19.0,5.092064
85.0,19.0,6.8586435
85.5,19.0,6.769507
86.0,19.0,6.6902266
86.5,19.0,6.645176
87.0,19.0,6.605943
87.5,19.0,6.498286
71.5,18.5,6.477991
72.0,18.5,6.0472093
72.5,18.5,5.5670195
73.0,18.5,4.8057256
73.5,18.5,5.3237085
74.0,18.5,5.375471
74.5,18.5,5.5174675
75.0,18.5,5.653772
75.5,18.5,5.690176
76.0,18.5,5.7727947
76.5,18.5,5.476931
77.0,18.5,5.373459
77.5,18.5,4.912903
78.0,18.5,5.050292
78.5,18.5,5.133777
79.0,18.5,4.8813276
79.5,18.5,4.702873
80.0,18.5,4.1227593
80.5,18.5,3.808552
81.0,18.5,3.553332
81.5,18.5,3.7975297
82.0,18.5,3.3487973
82.5,18.5,4.24302
83.0,18.5,4.203866
83.5,18.5,3.841437
84.0,18.5,4.739108
84.5,18.5,6.416761
85.0,18.5,6.770798
85.5,18.5,6.752025
86.0,18.5,6.7360086
86.5,18.5,6.703072
71.5,18.0,6.535623
72.0,18.0,6.0466905
72.5,18.0,5.475628
73.0,18.0,5.046766
73.5,18.0,4.721659
74.0,18.0,5.8072886
74.5,18.0,5.525046
75.0,18.0,5.4002438
75.5,18.0,5.4887543
76.0,18.0,5.7951913
76.5,18.0,5.7448974
77.0,18.0,5.511809
77.5,18.0,5.6130023
78.0,18.0,5.350195
78.5,18.0,5.737737
79.0,18.0,5.762699
79.5,18.0,5.385102
80.0,18.0,4.833912
80.5,18.0,4.2782116
81.0,18.0,3.8046405
81.5,18.0,3.7230124
82.0,18.0,3.8591578
82.5,18.0,4.4012833
83.0,18.0,4.596273
83.5,18.0,5.9039965
84.0,18.0,6.894575
84.5,18.0,6.9073157
85.0,18.0,6.927143
85.5,18.0,6.933163
72.0,17.5,6.0259595
72.5,17.5,5.3349743
73.0,17.5,5.0559444
73.5,17.5,4.236906
74.0,17.5,5.6399374
74.5,17.5,6.110933
75.0,17.5,5.543609
75.5,17.5,5.3292236
76.0,17.5,5.352667
76.5,17.5,5.250829
77.0,17.5,4.998846
77.5,17.5,5.1350565
78.0,17.5,5.745883
78.5,17.5,5.539269
79.0,17.5,5.3169174
79.5,17.5,5.003017
80.0,17.5,4.7532563
80.5,17.5,4.617035
81.0,17.5,4.5975857
81.5,17.5,4.451939
82.0,17.5,4.182246
82.5,17.5,5.174831
83.0,17.5,6.3155236
83.5,17.5,7.0139093
84.0,17.5,7.0907135
84.5,17.5,7.100828
85.0,17.5,7.108675
72.0,17.0,6.02564
72.5,17.0,5.377185
73.0,17.0,5.076644
73.5,17.0,4.5441766
74.0,17.0,6.001883
74.5,17.0,5.667795
75.0,17.0,6.137332
75.5,17.0,5.9394546
76.0,17.0,5.6471624
76.5,17.0,5.312011
77.0,17.0,4.92514
77.5,17.0,5.2662435
78.0,17.0,5.730786
78.5,17.0,5.8335934
79.0,17.0,5.1540866
79.5,17.0,4.882355
80.0,17.0,4.896879
80.5,17.0,4.708339
81.0,17.0,5.108393
81.5,17.0,4.8185263
82.0,17.0,5.231619
82.5,17.0,6.3704066
83.0,17.0,6.867984
83.5,17.0,7.0134764
84.0,17.0,7.0948343
84.5,17.0,7.1335073
72.0,16.5,6.0061984
72.5,16.5,5.44311
73.0,16.5,5.174907
73.5,16.5,4.6445026
74.0,16.5,5.5784726
74.5,16.5,5.7119117
75.0,16.5,5.8023286
75.5,16.5,5.9067802
76.0,16.5,6.055812
76.5,16.5,5.502807
77.0,16.5,5.0997725
77.5,16.5,5.040154
78.0,16.5,5.207332
78.5,16.5,5.429622
79.0,16.5,5.5737295
79.5,16.5,5.2261357
80.0,16.5,5.2003837
80.5,16.5,5.0410423
81.0,16.5,5.4287567
81.5,16.5,5.927113
82.0,16.5,5.925933
82.5,16.5,6.694653
83.0,16.5,6.91534
83.5,16.5,7.029337
84.0,16.5,7.091408
72.0,16.0,5.994724
72.5,16.0,5.4793277
73.0,16.0,5.217062
73.5,16.0,4.8257766
74.0,16.0,4.96155
74.5,16.0,5.933202
75.0,16.0,5.826471
75.5,16.0,5.6942334
76.0,16.0,6.0315213
76.5,16.0,6.0172944
77.0,16.0,5.2705975
77.5,16.0,5.288433
78.0,16.0,5.2127447
78.5,16.0,4.844607
79.0,16.0,5.2044353
79.5,16.0,4.7646995
80.0,16.0,5.0374866
80.5,16.0,5.3683987
81.0,16.0,5.93387
81.5,16.0,6.489641
82.0,16.0,6.6347647
82.5,16.0,6.804207
83.0,16.0,6.926278
83.5,16.0,7.028049
72.0,15.5,5.972916
72.5,15.5,5.529912
73.0,15.5,5.289151
73.5,15.5,5.0309963
74.0,15.5,4.0087895
74.5,15.5,5.703009
75.0,15.5,6.057131
75.5,15.5,6.117033
76.0,15.5,6.218732
76.5,15.5,6.0610533
77.0,15.5,5.777407
77.5,15.5,6.082434
78.0,15.5,5.7405686
78.5,15.5,4.5516515
79.0,15.5,5.1929717
79.5,15.5,4.998987
80.0,15.5,5.284557
80.5,15.5,5.974269
81.0,15.5,6.335992
81.5,15.5,6.590279
82.0,15.5,6.728932
82.5,15.5,6.834917
83.0,15.5,6.932386
72.5,15.0,5.556026
73.0,15.0,5.368982
